1.35E+12,paycode,itemNo,stimNo,verb,sentence,trialVersion,prepSentence,exposePicture,actionPicture,word1,word2,mistakeFlag,responseTime,word1.clean,word2.clean
1.35E+12,h1a0d8c661d38,3,6,WASH,The duck washes the bowl.,agent,"In the next scene, there is a monkey, a duck and a bowl.",http://tedlab.mit.edu/~mekline/SDPictures/WASH-agent-expose.jpg,http://tedlab.mit.edu/~mekline/SDPictures/WASH-agent-action.jpg,clean,tidy,none,22.953,clean,tidy
1.35E+12,h1b93b0bc9h55,2,1,DRINK,The grandma drinks juice.,patient,"In the next scene, there is some milk, a grandma and some juice.",http://tedlab.mit.edu/~mekline/SDPictures/DRINK-patient-expose.jpg,http://tedlab.mit.edu/~mekline/SDPictures/DRINK-patient-action.jpg,juice,drank,none,11.677,juice,drink
1.35E+12,h1b93b0bc9h55,4,2,EAT,The monkey eats the orange.,patient,"In the next scene, there is a banana, a monkey and an orange.",http://tedlab.mit.edu/~mekline/SDPictures/EAT-patient-expose.jpg,http://tedlab.mit.edu/~mekline/SDPictures/EAT-patient-action.jpg,orange,eaten,none,7.575,orange,eat
1.35E+12,h1b93b0bc9h55,1,3,FEED,The girl feeds the dog.,agent,"In the next scene, there is a boy, a girl and a dog.",http://tedlab.mit.edu/~mekline/SDPictures/FEED-agent-expose.jpg,http://tedlab.mit.edu/~mekline/SDPictures/FEED-agent-action.jpg,dog,fed,none,9.431,dog,feed
1.35E+12,h1b93b0bc9h55,3,4,READ,The boy reads the book.,agent,"In the next scene, there is a girl, a boy and a book.",http://tedlab.mit.edu/~mekline/SDPictures/READ-agent-expose.jpg,http://tedlab.mit.edu/~mekline/SDPictures/READ-agent-action.jpg,boy,reads,none,7.927,boy,read
1.35E+12,h1b93b0bc9h55,5,5,ROLL,The baby rolls the ball.,agent,"In the next scene, there is a grandma, a baby and a ball.",http://tedlab.mit.edu/~mekline/SDPictures/ROLL-agent-expose.jpg,http://tedlab.mit.edu/~mekline/SDPictures/ROLL-agent-action.jpg,ball,rolled,none,10.896,ball,roll
1.35E+12,h1b93b0bc9h55,0,6,WASH,The duck washes the bowl.,patient,"In the next scene, there is a spoon, a duck and a bowl.",http://tedlab.mit.edu/~mekline/SDPictures/WASH-patient-expose.jpg,http://tedlab.mit.edu/~mekline/SDPictures/WASH-patient-action.jpg,bowl,washed,none,21.021,bowl,wash
1.35E+12,h216ced6cbe3,1,1,DRINK,The grandma drinks juice.,agent,"In the next scene, there is a baby, a grandma and some juice.",http://tedlab.mit.edu/~mekline/SDPictures/DRINK-agent-expose.jpg,http://tedlab.mit.edu/~mekline/SDPictures/DRINK-agent-action.jpg,Grandma,Thirsty,none,13.416,grandma,thirsty
1.35E+12,h216ced6cbe3,2,2,EAT,The monkey eats the orange.,patient,"In the next scene, there is a banana, a monkey and an orange.",http://tedlab.mit.edu/~mekline/SDPictures/EAT-patient-expose.jpg,http://tedlab.mit.edu/~mekline/SDPictures/EAT-patient-action.jpg,Eats,Orange,none,10.467,eat,orange
1.35E+12,h216ced6cbe3,4,3,FEED,The girl feeds the dog.,agent,"In the next scene, there is a boy, a girl and a dog.",http://tedlab.mit.edu/~mekline/SDPictures/FEED-agent-expose.jpg,http://tedlab.mit.edu/~mekline/SDPictures/FEED-agent-action.jpg,Girl,Feeds,none,14.188,girl,feed
1.35E+12,h216ced6cbe3,3,4,READ,The boy reads the book.,patient,"In the next scene, there is a newspaper, a boy and a book.",http://tedlab.mit.edu/~mekline/SDPictures/READ-patient-expose.jpg,http://tedlab.mit.edu/~mekline/SDPictures/READ-patient-action.jpg,Reading,books,none,13.237,read,book
1.35E+12,h216ced6cbe3,0,5,ROLL,The baby rolls the ball.,patient,"In the next scene, there is a tire, a baby and a ball.",http://tedlab.mit.edu/~mekline/SDPictures/ROLL-patient-expose.jpg,http://tedlab.mit.edu/~mekline/SDPictures/ROLL-patient-action.jpg,Ball,Smash,none,41.396,ball,smash
1.35E+12,h216ced6cbe3,5,6,WASH,The duck washes the bowl.,agent,"In the next scene, there is a monkey, a duck and a bowl.",http://tedlab.mit.edu/~mekline/SDPictures/WASH-agent-expose.jpg,http://tedlab.mit.edu/~mekline/SDPictures/WASH-agent-action.jpg,Duck,Dishes,none,13.703,duck,dishes
1.35E+12,h24ea97eeef6,1,1,DRINK,The grandma drinks juice.,patient,"In the next scene, there is some milk, a grandma and some juice.",http://tedlab.mit.edu/~mekline/SDPictures/DRINK-patient-expose.jpg,http://tedlab.mit.edu/~mekline/SDPictures/DRINK-patient-action.jpg,juice,drunk,none,13.83,juice,drink
1.35E+12,h24ea97eeef6,5,2,EAT,The monkey eats the orange.,agent,"In the next scene, there is a duck, a monkey and an orange.",http://tedlab.mit.edu/~mekline/SDPictures/EAT-agent-expose.jpg,http://tedlab.mit.edu/~mekline/SDPictures/EAT-agent-action.jpg,monkey,eats,none,10.99,monkey,eat
1.35E+12,h24ea97eeef6,4,3,FEED,The girl feeds the dog.,agent,"In the next scene, there is a boy, a girl and a dog.",http://tedlab.mit.edu/~mekline/SDPictures/FEED-agent-expose.jpg,http://tedlab.mit.edu/~mekline/SDPictures/FEED-agent-action.jpg,dog,fed,none,10.812,dog,feed
1.35E+12,h24ea97eeef6,3,4,READ,The boy reads the book.,agent,"In the next scene, there is a girl, a boy and a book.",http://tedlab.mit.edu/~mekline/SDPictures/READ-agent-expose.jpg,http://tedlab.mit.edu/~mekline/SDPictures/READ-agent-action.jpg,boy,reads,none,9.001,boy,read
1.35E+12,h24ea97eeef6,0,5,ROLL,The baby rolls the ball.,patient,"In the next scene, there is a tire, a baby and a ball.",http://tedlab.mit.edu/~mekline/SDPictures/ROLL-patient-expose.jpg,http://tedlab.mit.edu/~mekline/SDPictures/ROLL-patient-action.jpg,ball,rolled,bad input,82.709,ball,roll
1.35E+12,h24ea97eeef6,2,6,WASH,The duck washes the bowl.,patient,"In the next scene, there is a spoon, a duck and a bowl.",http://tedlab.mit.edu/~mekline/SDPictures/WASH-patient-expose.jpg,http://tedlab.mit.edu/~mekline/SDPictures/WASH-patient-action.jpg,bowl,washed,none,13.832,bowl,wash
1.35E+12,h5eb97c92g5,4,1,DRINK,The grandma drinks juice.,agent,"In the next scene, there is a baby, a grandma and some juice.",http://tedlab.mit.edu/~mekline/SDPictures/DRINK-agent-expose.jpg,http://tedlab.mit.edu/~mekline/SDPictures/DRINK-agent-action.jpg,grandma,drank,none,59.624,grandma,drink
1.35E+12,h5eb97c92g5,1,2,EAT,The monkey eats the orange.,patient,"In the next scene, there is a banana, a monkey and an orange.",http://tedlab.mit.edu/~mekline/SDPictures/EAT-patient-expose.jpg,http://tedlab.mit.edu/~mekline/SDPictures/EAT-patient-action.jpg,ate,orange,none,9.792,eat,orange
1.35E+12,h5eb97c92g5,3,3,FEED,The girl feeds the dog.,agent,"In the next scene, there is a boy, a girl and a dog.",http://tedlab.mit.edu/~mekline/SDPictures/FEED-agent-expose.jpg,http://tedlab.mit.edu/~mekline/SDPictures/FEED-agent-action.jpg,girl,fed,none,8.79,girl,feed
1.35E+12,h5eb97c92g5,2,4,READ,The boy reads the book.,patient,"In the next scene, there is a newspaper, a boy and a book.",http://tedlab.mit.edu/~mekline/SDPictures/READ-patient-expose.jpg,http://tedlab.mit.edu/~mekline/SDPictures/READ-patient-action.jpg,read,book,none,7.544,read,book
1.35E+12,h5eb97c92g5,5,5,ROLL,The baby rolls the ball.,agent,"In the next scene, there is a grandma, a baby and a ball.",http://tedlab.mit.edu/~mekline/SDPictures/ROLL-agent-expose.jpg,http://tedlab.mit.edu/~mekline/SDPictures/ROLL-agent-action.jpg,played,ball,none,11.503,play,ball
1.35E+12,h5eb97c92g5,0,6,WASH,The duck washes the bowl.,patient,"In the next scene, there is a spoon, a duck and a bowl.",http://tedlab.mit.edu/~mekline/SDPictures/WASH-patient-expose.jpg,http://tedlab.mit.edu/~mekline/SDPictures/WASH-patient-action.jpg,bird,ice,none,16.142,bird,ice
1.35E+12,hcd0100da15,0,1,DRINK,The grandma drinks juice.,agent,"In the next scene, there is a baby, a grandma and some juice.",http://tedlab.mit.edu/~mekline/SDPictures/DRINK-agent-expose.jpg,http://tedlab.mit.edu/~mekline/SDPictures/DRINK-agent-action.jpg,grandma,juice,none,33.262,grandma,juice
1.35E+12,hcd0100da15,4,2,EAT,The monkey eats the orange.,patient,"In the next scene, there is a banana, a monkey and an orange.",http://tedlab.mit.edu/~mekline/SDPictures/EAT-patient-expose.jpg,http://tedlab.mit.edu/~mekline/SDPictures/EAT-patient-action.jpg,monkey,orange,none,26.09,monkey,orange
1.35E+12,hcd0100da15,2,3,FEED,The girl feeds the dog.,agent,"In the next scene, there is a boy, a girl and a dog.",http://tedlab.mit.edu/~mekline/SDPictures/FEED-agent-expose.jpg,http://tedlab.mit.edu/~mekline/SDPictures/FEED-agent-action.jpg,girl,feed,none,86.506,girl,feed
1.35E+12,hcd0100da15,1,4,READ,The boy reads the book.,agent,"In the next scene, there is a girl, a boy and a book.",http://tedlab.mit.edu/~mekline/SDPictures/READ-agent-expose.jpg,http://tedlab.mit.edu/~mekline/SDPictures/READ-agent-action.jpg,boy,book,none,28.328,boy,book
1.35E+12,hcd0100da15,3,5,ROLL,The baby rolls the ball.,patient,"In the next scene, there is a tire, a baby and a ball.",http://tedlab.mit.edu/~mekline/SDPictures/ROLL-patient-expose.jpg,http://tedlab.mit.edu/~mekline/SDPictures/ROLL-patient-action.jpg,baby,ball,none,25.473,baby,ball
1.35E+12,hcd0100da15,5,6,WASH,The duck washes the bowl.,patient,"In the next scene, there is a spoon, a duck and a bowl.",http://tedlab.mit.edu/~mekline/SDPictures/WASH-patient-expose.jpg,http://tedlab.mit.edu/~mekline/SDPictures/WASH-patient-action.jpg,wash,bowl,none,32.312,wash,bowl
1.35E+12,i1568d199ff35,5,1,DRINK,The grandma drinks juice.,agent,"In the next scene, there is a baby, a grandma and some juice.",http://tedlab.mit.edu/~mekline/SDPictures/DRINK-agent-expose.jpg,http://tedlab.mit.edu/~mekline/SDPictures/DRINK-agent-action.jpg,grandma,drank,none,11.65,grandma,drink
1.35E+12,i1568d199ff35,4,2,EAT,The monkey eats the orange.,agent,"In the next scene, there is a duck, a monkey and an orange.",http://tedlab.mit.edu/~mekline/SDPictures/EAT-agent-expose.jpg,http://tedlab.mit.edu/~mekline/SDPictures/EAT-agent-action.jpg,monkey,orange,none,9.219,monkey,orange
1.35E+12,i1568d199ff35,0,3,FEED,The girl feeds the dog.,agent,"In the next scene, there is a boy, a girl and a dog.",http://tedlab.mit.edu/~mekline/SDPictures/FEED-agent-expose.jpg,http://tedlab.mit.edu/~mekline/SDPictures/FEED-agent-action.jpg,pie,dog,none,16.471,pie,dog
1.35E+12,i1568d199ff35,1,4,READ,The boy reads the book.,patient,"In the next scene, there is a newspaper, a boy and a book.",http://tedlab.mit.edu/~mekline/SDPictures/READ-patient-expose.jpg,http://tedlab.mit.edu/~mekline/SDPictures/READ-patient-action.jpg,boy,book,none,7.542,boy,book
1.35E+12,i1568d199ff35,2,5,ROLL,The baby rolls the ball.,patient,"In the next scene, there is a tire, a baby and a ball.",http://tedlab.mit.edu/~mekline/SDPictures/ROLL-patient-expose.jpg,http://tedlab.mit.edu/~mekline/SDPictures/ROLL-patient-action.jpg,baby,ball,none,9.931,baby,ball
1.35E+12,i1568d199ff35,3,6,WASH,The duck washes the bowl.,patient,"In the next scene, there is a spoon, a duck and a bowl.",http://tedlab.mit.edu/~mekline/SDPictures/WASH-patient-expose.jpg,http://tedlab.mit.edu/~mekline/SDPictures/WASH-patient-action.jpg,duck,bubbles,none,8.102,duck,bubbles
1.35E+12,i19e13ac84g2,2,1,DRINK,The grandma drinks juice.,agent,"In the next scene, there is a baby, a grandma and some juice.",http://tedlab.mit.edu/~mekline/SDPictures/DRINK-agent-expose.jpg,http://tedlab.mit.edu/~mekline/SDPictures/DRINK-agent-action.jpg,grandma,drinks,none,9.848,grandma,drink
1.35E+12,i19e13ac84g2,5,2,EAT,The monkey eats the orange.,agent,"In the next scene, there is a duck, a monkey and an orange.",http://tedlab.mit.edu/~mekline/SDPictures/EAT-agent-expose.jpg,http://tedlab.mit.edu/~mekline/SDPictures/EAT-agent-action.jpg,monkey,eats,none,7.616,monkey,eat
1.35E+12,i19e13ac84g2,4,3,FEED,The girl feeds the dog.,agent,"In the next scene, there is a boy, a girl and a dog.",http://tedlab.mit.edu/~mekline/SDPictures/FEED-agent-expose.jpg,http://tedlab.mit.edu/~mekline/SDPictures/FEED-agent-action.jpg,girl,feeds,none,7.076,girl,feed
1.35E+12,i19e13ac84g2,0,4,READ,The boy reads the book.,patient,"In the next scene, there is a newspaper, a boy and a book.",http://tedlab.mit.edu/~mekline/SDPictures/READ-patient-expose.jpg,http://tedlab.mit.edu/~mekline/SDPictures/READ-patient-action.jpg,read,book,none,8.564,read,book
1.35E+12,i19e13ac84g2,1,5,ROLL,The baby rolls the ball.,patient,"In the next scene, there is a tire, a baby and a ball.",http://tedlab.mit.edu/~mekline/SDPictures/ROLL-patient-expose.jpg,http://tedlab.mit.edu/~mekline/SDPictures/ROLL-patient-action.jpg,rolled,ball,none,6.546,roll,ball
1.35E+12,i19e13ac84g2,3,6,WASH,The duck washes the bowl.,patient,"In the next scene, there is a spoon, a duck and a bowl.",http://tedlab.mit.edu/~mekline/SDPictures/WASH-patient-expose.jpg,http://tedlab.mit.edu/~mekline/SDPictures/WASH-patient-action.jpg,fills,bowl,none,8.502,fill,bowl
1.35E+12,i501ea4eci14,1,1,DRINK,The grandma drinks juice.,agent,"In the next scene, there is a baby, a grandma and some juice.",http://tedlab.mit.edu/~mekline/SDPictures/DRINK-agent-expose.jpg,http://tedlab.mit.edu/~mekline/SDPictures/DRINK-agent-action.jpg,grandma,juice,none,6.357,grandma,juice
1.35E+12,i501ea4eci14,2,2,EAT,The monkey eats the orange.,patient,"In the next scene, there is a banana, a monkey and an orange.",http://tedlab.mit.edu/~mekline/SDPictures/EAT-patient-expose.jpg,http://tedlab.mit.edu/~mekline/SDPictures/EAT-patient-action.jpg,monkey,orange,none,14.588,monkey,orange
1.35E+12,i501ea4eci14,4,3,FEED,The girl feeds the dog.,patient,"In the next scene, there is a kitten, a girl and a dog.",http://tedlab.mit.edu/~mekline/SDPictures/FEED-patient-expose.jpg,http://tedlab.mit.edu/~mekline/SDPictures/FEED-patient-action.jpg,fed,dog,none,5.758,feed,dog
1.35E+12,i501ea4eci14,0,4,READ,The boy reads the book.,agent,"In the next scene, there is a girl, a boy and a book.",http://tedlab.mit.edu/~mekline/SDPictures/READ-agent-expose.jpg,http://tedlab.mit.edu/~mekline/SDPictures/READ-agent-action.jpg,skating,reading,none,7.269,skate,read
1.35E+12,i501ea4eci14,3,5,ROLL,The baby rolls the ball.,patient,"In the next scene, there is a tire, a baby and a ball.",http://tedlab.mit.edu/~mekline/SDPictures/ROLL-patient-expose.jpg,http://tedlab.mit.edu/~mekline/SDPictures/ROLL-patient-action.jpg,baby,ball,none,4.56,baby,ball
1.35E+12,i501ea4eci14,5,6,WASH,The duck washes the bowl.,agent,"In the next scene, there is a monkey, a duck and a bowl.",http://tedlab.mit.edu/~mekline/SDPictures/WASH-agent-expose.jpg,http://tedlab.mit.edu/~mekline/SDPictures/WASH-agent-action.jpg,duck,cleans,none,15.475,duck,clean
1.35E+12,i6b9d2278a12,1,1,DRINK,The grandma drinks juice.,agent,"In the next scene, there is a baby, a grandma and some juice.",http://tedlab.mit.edu/~mekline/SDPictures/DRINK-agent-expose.jpg,http://tedlab.mit.edu/~mekline/SDPictures/DRINK-agent-action.jpg,grandma,drinks,none,6.306,grandma,drink
1.35E+12,i6b9d2278a12,3,2,EAT,The monkey eats the orange.,patient,"In the next scene, there is a banana, a monkey and an orange.",http://tedlab.mit.edu/~mekline/SDPictures/EAT-patient-expose.jpg,http://tedlab.mit.edu/~mekline/SDPictures/EAT-patient-action.jpg,eats,orange,none,4.053,eat,orange
1.35E+12,i6b9d2278a12,5,3,FEED,The girl feeds the dog.,patient,"In the next scene, there is a kitten, a girl and a dog.",http://tedlab.mit.edu/~mekline/SDPictures/FEED-patient-expose.jpg,http://tedlab.mit.edu/~mekline/SDPictures/FEED-patient-action.jpg,food,dog,none,7.3,food,dog
1.35E+12,i6b9d2278a12,0,4,READ,The boy reads the book.,agent,"In the next scene, there is a girl, a boy and a book.",http://tedlab.mit.edu/~mekline/SDPictures/READ-agent-expose.jpg,http://tedlab.mit.edu/~mekline/SDPictures/READ-agent-action.jpg,boy,reads,none,6.326,boy,read
1.35E+12,i6b9d2278a12,4,5,ROLL,The baby rolls the ball.,agent,"In the next scene, there is a grandma, a baby and a ball.",http://tedlab.mit.edu/~mekline/SDPictures/ROLL-agent-expose.jpg,http://tedlab.mit.edu/~mekline/SDPictures/ROLL-agent-action.jpg,baby,throws,none,4.935,baby,throw
1.35E+12,i6b9d2278a12,2,6,WASH,The duck washes the bowl.,patient,"In the next scene, there is a spoon, a duck and a bowl.",http://tedlab.mit.edu/~mekline/SDPictures/WASH-patient-expose.jpg,http://tedlab.mit.edu/~mekline/SDPictures/WASH-patient-action.jpg,duck,cleans,none,11.739,duck,clean
1.35E+12,j1528509a5i52,3,1,DRINK,The grandma drinks juice.,patient,"In the next scene, there is some milk, a grandma and some juice.",http://tedlab.mit.edu/~mekline/SDPictures/DRINK-patient-expose.jpg,http://tedlab.mit.edu/~mekline/SDPictures/DRINK-patient-action.jpg,grandmother,juice,none,9.004,grandma,juice
1.35E+12,j1528509a5i52,1,2,EAT,The monkey eats the orange.,patient,"In the next scene, there is a banana, a monkey and an orange.",http://tedlab.mit.edu/~mekline/SDPictures/EAT-patient-expose.jpg,http://tedlab.mit.edu/~mekline/SDPictures/EAT-patient-action.jpg,monkey,orange,none,14.173,monkey,orange
1.35E+12,j1528509a5i52,2,3,FEED,The girl feeds the dog.,agent,"In the next scene, there is a boy, a girl and a dog.",http://tedlab.mit.edu/~mekline/SDPictures/FEED-agent-expose.jpg,http://tedlab.mit.edu/~mekline/SDPictures/FEED-agent-action.jpg,girl,dog,none,9.099,girl,dog
1.35E+12,j1528509a5i52,0,4,READ,The boy reads the book.,agent,"In the next scene, there is a girl, a boy and a book.",http://tedlab.mit.edu/~mekline/SDPictures/READ-agent-expose.jpg,http://tedlab.mit.edu/~mekline/SDPictures/READ-agent-action.jpg,boy,book,none,15.568,boy,book
1.35E+12,j1528509a5i52,5,5,ROLL,The baby rolls the ball.,agent,"In the next scene, there is a grandma, a baby and a ball.",http://tedlab.mit.edu/~mekline/SDPictures/ROLL-agent-expose.jpg,http://tedlab.mit.edu/~mekline/SDPictures/ROLL-agent-action.jpg,baby,ball,none,9.848,baby,ball
1.35E+12,j1528509a5i52,4,6,WASH,The duck washes the bowl.,patient,"In the next scene, there is a spoon, a duck and a bowl.",http://tedlab.mit.edu/~mekline/SDPictures/WASH-patient-expose.jpg,http://tedlab.mit.edu/~mekline/SDPictures/WASH-patient-action.jpg,duck,bowl,none,9.107,duck,bowl
1.35E+12,j3732c2f6ee53,4,1,DRINK,The grandma drinks juice.,patient,"In the next scene, there is some milk, a grandma and some juice.",http://tedlab.mit.edu/~mekline/SDPictures/DRINK-patient-expose.jpg,http://tedlab.mit.edu/~mekline/SDPictures/DRINK-patient-action.jpg,drinks,juice,none,6.405,drink,juice
1.35E+12,j3732c2f6ee53,1,2,EAT,The monkey eats the orange.,patient,"In the next scene, there is a banana, a monkey and an orange.",http://tedlab.mit.edu/~mekline/SDPictures/EAT-patient-expose.jpg,http://tedlab.mit.edu/~mekline/SDPictures/EAT-patient-action.jpg,eats,oranges,none,7.644,eat,orange
1.35E+12,j3732c2f6ee53,2,3,FEED,The girl feeds the dog.,agent,"In the next scene, there is a boy, a girl and a dog.",http://tedlab.mit.edu/~mekline/SDPictures/FEED-agent-expose.jpg,http://tedlab.mit.edu/~mekline/SDPictures/FEED-agent-action.jpg,girl,feeds,none,4.95,girl,feed
1.35E+12,j3732c2f6ee53,0,4,READ,The boy reads the book.,agent,"In the next scene, there is a girl, a boy and a book.",http://tedlab.mit.edu/~mekline/SDPictures/READ-agent-expose.jpg,http://tedlab.mit.edu/~mekline/SDPictures/READ-agent-action.jpg,boy,reads,none,6.967,boy,read
1.35E+12,j3732c2f6ee53,3,5,ROLL,The baby rolls the ball.,patient,"In the next scene, there is a tire, a baby and a ball.",http://tedlab.mit.edu/~mekline/SDPictures/ROLL-patient-expose.jpg,http://tedlab.mit.edu/~mekline/SDPictures/ROLL-patient-action.jpg,rolls,ball,none,4.276,roll,ball
1.35E+12,j3732c2f6ee53,5,6,WASH,The duck washes the bowl.,agent,"In the next scene, there is a monkey, a duck and a bowl.",http://tedlab.mit.edu/~mekline/SDPictures/WASH-agent-expose.jpg,http://tedlab.mit.edu/~mekline/SDPictures/WASH-agent-action.jpg,washes,bowl,none,4.045,wash,bowl
1.35E+12,j5e6ab2afj37,2,1,DRINK,The grandma drinks juice.,agent,"In the next scene, there is a baby, a grandma and some juice.",http://tedlab.mit.edu/~mekline/SDPictures/DRINK-agent-expose.jpg,http://tedlab.mit.edu/~mekline/SDPictures/DRINK-agent-action.jpg,grandma,drinks,none,8.102,grandma,drink
1.35E+12,j5e6ab2afj37,5,2,EAT,The monkey eats the orange.,patient,"In the next scene, there is a banana, a monkey and an orange.",http://tedlab.mit.edu/~mekline/SDPictures/EAT-patient-expose.jpg,http://tedlab.mit.edu/~mekline/SDPictures/EAT-patient-action.jpg,eats,orange,none,7.136,eat,orange
1.35E+12,j5e6ab2afj37,3,3,FEED,The girl feeds the dog.,agent,"In the next scene, there is a boy, a girl and a dog.",http://tedlab.mit.edu/~mekline/SDPictures/FEED-agent-expose.jpg,http://tedlab.mit.edu/~mekline/SDPictures/FEED-agent-action.jpg,girl,feeds,none,9.735,girl,feed
1.35E+12,j5e6ab2afj37,1,4,READ,The boy reads the book.,patient,"In the next scene, there is a newspaper, a boy and a book.",http://tedlab.mit.edu/~mekline/SDPictures/READ-patient-expose.jpg,http://tedlab.mit.edu/~mekline/SDPictures/READ-patient-action.jpg,read,book,none,6.502,read,book
1.35E+12,j5e6ab2afj37,0,5,ROLL,The baby rolls the ball.,patient,"In the next scene, there is a tire, a baby and a ball.",http://tedlab.mit.edu/~mekline/SDPictures/ROLL-patient-expose.jpg,http://tedlab.mit.edu/~mekline/SDPictures/ROLL-patient-action.jpg,rolls,ball,none,15.567,roll,ball
1.35E+12,j5e6ab2afj37,4,6,WASH,The duck washes the bowl.,agent,"In the next scene, there is a monkey, a duck and a bowl.",http://tedlab.mit.edu/~mekline/SDPictures/WASH-agent-expose.jpg,http://tedlab.mit.edu/~mekline/SDPictures/WASH-agent-action.jpg,duck,washes,none,6.768,duck,wash
1.35E+12,j7a93283fc24,0,1,DRINK,The grandma drinks juice.,agent,"In the next scene, there is a baby, a grandma and some juice.",http://tedlab.mit.edu/~mekline/SDPictures/DRINK-agent-expose.jpg,http://tedlab.mit.edu/~mekline/SDPictures/DRINK-agent-action.jpg,grandma,drinks,none,24.768,grandma,drink
1.35E+12,j7a93283fc24,2,2,EAT,The monkey eats the orange.,patient,"In the next scene, there is a banana, a monkey and an orange.",http://tedlab.mit.edu/~mekline/SDPictures/EAT-patient-expose.jpg,http://tedlab.mit.edu/~mekline/SDPictures/EAT-patient-action.jpg,eats,orange,none,10.684,eat,orange
1.35E+12,j7a93283fc24,1,3,FEED,The girl feeds the dog.,agent,"In the next scene, there is a boy, a girl and a dog.",http://tedlab.mit.edu/~mekline/SDPictures/FEED-agent-expose.jpg,http://tedlab.mit.edu/~mekline/SDPictures/FEED-agent-action.jpg,girl,feeds,none,11.323,girl,feed
1.35E+12,j7a93283fc24,4,4,READ,The boy reads the book.,patient,"In the next scene, there is a newspaper, a boy and a book.",http://tedlab.mit.edu/~mekline/SDPictures/READ-patient-expose.jpg,http://tedlab.mit.edu/~mekline/SDPictures/READ-patient-action.jpg,reads,book,none,22.105,read,book
1.35E+12,j7a93283fc24,5,5,ROLL,The baby rolls the ball.,patient,"In the next scene, there is a tire, a baby and a ball.",http://tedlab.mit.edu/~mekline/SDPictures/ROLL-patient-expose.jpg,http://tedlab.mit.edu/~mekline/SDPictures/ROLL-patient-action.jpg,rolls,ball,none,9.656,roll,ball
1.35E+12,j7a93283fc24,3,6,WASH,The duck washes the bowl.,agent,"In the next scene, there is a monkey, a duck and a bowl.",http://tedlab.mit.edu/~mekline/SDPictures/WASH-agent-expose.jpg,http://tedlab.mit.edu/~mekline/SDPictures/WASH-agent-action.jpg,duck,washes,none,12.862,duck,wash
