1424643570694,paycode,itemNo,stimNo,verb,sentence,trialVersion,prepSentence,exposePicture,actionPicture,word1,word2,mistakeFlag,responseTime
1424643600219,ddea2444fi0,0,1,DRINK,The grandma drinks juice.,patient,"In the next scene, there is some milk, a grandma and some juice.",http://tedlab.mit.edu/~mekline/Stimuli/SubDrop_SDPictures/DRINK-patient-expose.jpg,http://tedlab.mit.edu/~mekline/Stimuli/SubDrop_SDPictures/DRINK-patient-action.jpg,drink,juice,none,6.227
1424643625742,ddea2444fi0,1,4,READ,The boy reads the book.,agent,"In the next scene, there is a girl, a boy and a book.",http://tedlab.mit.edu/~mekline/Stimuli/SubDrop_SDPictures/READ-agent-expose.jpg,http://tedlab.mit.edu/~mekline/Stimuli/SubDrop_SDPictures/READ-agent-action.jpg,boy,read,none,5.494
