Experimenter,Design,Experiment,Condition,Correct,Subject #,Gender,Video Name,Days.Old,Age.Years,Age.Months,Condition,Trial A Verb,Trial A Condition,Trial A First Puppet,Trial A First Side (self!),Trial A First Sentence,Trial A Second Puppet,Trial A Second Side (self!),Trial A Second Sentence,Kid Response A (Striped/Dots),Kid Response A - Prag Choice?,Trial B Verb,Trial B Condition,Trial B First Puppet,Trial B First Side (self!),Trial B First Sentence,Trial B Second Puppet,Trial B Second Side (self!),Trial B Second Sentence,Kid Response B (Striped/Dots),Kid Response B - Prag Choice?,Trial C Verb,Trial C Condition,Trial C First Puppet,Trial C First Side (self!),Trial C First Sentence,Trial C Second Puppet,Trial C Second Side (self!),Trial C Second Sentence,Kid Response C (Striped/Dots),Kid Response C - Prag Choice?,Trial D Verb,Trial D Condition,Trial D First Puppet,Trial D First Side (self!),Trial D First Sentence,Trial D Second Puppet,Trial D Second Side (self!),Trial D Second Sentence,Kid Response D (Striped/Dots),Kid Response D - Prag Choice?,Notes,Feedback on trial 1? (Immediately after point),Include subject - ORIG,ReasonORIG,,CheckParadigm - NameItems,CheckParadigm - PuppetsLook,Notes,Muppet intro?,Final.Include,Final.Reason
Taylor,Within-4trials,ParentSecret,SDOD,4,259,F,subject_drop_042615_03.MPG,1759,4,9,SDOD,Eat,SD,dots,right,monkey eat,stripes,left,eat orange,stripes,eat orange,Pet,SD,stripes,left,girl pet,dots,right,pet dog,dots,pet dog,Roll,OD,red,right,baby roll,yellow,left,roll ball,red,baby roll,Read,OD,black,left,boy read,white,right,read book,black,boy read,,That one? Cool!,,,,,,,,1,
Taylor,Within-4trials,ParentSecretControl,ODSD,,260,M,subject_drop_043015_01.MPG,1685,4,7,SDOD,Eat,SD,dots,right,monkey eat,stripes,left,duck eat,stripes,duck eat,Pet,SD,stripes,left,boy pet,dots,right,girl pet,dots,girl pet,Roll,OD,red,right,grandma roll,yellow,left,baby roll,yellow,baby roll,Read,OD,black,left,boy read,white,right,girl read,white,girl read,Trial done before muppet phrases were switched. ,That one? Cool!,,,,,,,,1,
Sub number not used,,,,,261,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,NUMBER NOT USED
Taylor,Within-4trials,ParentSecretControl,SDOD,4,262,F,subject_drop_050115_01.mpg,,,,SDOD,Eat,SD,dots ,right,eat orange,stripes,left,eat banana,dots,eat orange,pet,SD,stripes,left,pet kitty,dots,right,pet dog,dots,pet dog,Roll,OD,red,right,grandma roll,yellow,left,baby roll,yellow,baby roll,Read,OD,Black,left,boy read,white ,right,girl read,black,boy read,"Good Participant. Mother said she was 4, but did not provide birthdate on permission form.",That one? Cool!,,,,,,,,0,WRONG AGE
Taylor,Within-4trials,ParentSecretControl,ODSD,3,263,M,subject_drop_050115_02.MPG,1655,4,6,ODSD,Eat,OD,dots ,right,monkey eat,stripes,left,duck eat,dots,monkey eat,pet,OD,stripes,left,boy pet,dots,right,girl pet,dots,girl pet,Roll,SD,red,right,roll tire,yellow,left,roll ball,yellow,roll ball,Read,SD,Black,left,read book,white,right,read newspaper,white,read newspaper,,That one? Cool!,,,,,,,,1,
Taylor,Within-4trials,ParentSecretControl,SDOD,2,264,M,subject_drop_050115_03.MPG,1480,4,0,SDOD,Eat,SD,dots,right,eat orange,stripes,left,eat banana,dots,eat orange,pet,SD,stripes,left,pet kitty,dots,right,pet dog,dots,pet dog,Roll,OD,red,right,grandma roll,yellow,left,baby roll,red,grandma roll,Read,OD,Black,left,boy read,white,right,girl read,white,girl read,Always chose muppet on right,That one? Cool!,,,,,,,,1,
Taylor,Within-4trials,ParentSecretControl,ODSD,2,265,F,subject_drop_050115_04.MPG,1805,4,11,ODSD,Eat,OD,dots,right,monkey eat,stripes,left,duck eat,dots,monkey eat,pet,OD,stripes,left,boy pet,dots,right,girl pet,stripes,boy pet,Roll,SD,red,right,roll tire,yellow,left,roll ball,red,roll tire,Read,SD,Black,left,read book,white ,right,read newspaper,black,read book,,That one? Cool!,,,,,,,,1,
Taylor,Within-4trials,ParentSecretControl,SDOD,,266,M,subject_drop_050115_05.MPG,1243,3,4,SDOD,Eat,SD,dots,right,eat orange,stripes,left,eat banana,,,,SD,stripes,left,pet kitty,dots,right,pet dog,,,Roll,OD,red,right,grandma roll,yellow,left,baby roll,,,,,,,,,,,,,"Didn't choose on first or second trial. Did not make it past second trial, distracted by sister",,,,,,,,,0,FUSSOUT
Jenny,Within-4trials,ParentSecretControl,ODSD,2,267,M,subject_drop_050215_01.mpg,1213,3,3,ODSD,Eat,OD,dots,right,monkey eat,stripes,left,duck eat,dots,monkey eat,Pet,OD,stripes,left,boy pet,dots,right,girl pet,stripes,boy pet,Roll,SD,red,right,roll tire,yellow,left,roll ball,yellow ,roll ball,Read,SD,black,left,read book,white,right,read newspaper,white,read newspaper,A little distracted - went off on a tangent about dogs. Had to repeat the first story.,You pick that one? Ok.,,,,,,,,1,
Jenny,Within-4trials,ParentSecretControl,SDOD,2,268,M,subject_drop_050215_02.mpg,1354,3,8,SDOD,Eat,SD,dots,right,eat orange,stripes,left,eat banana,dots,eat orange,Pet,SD,stripes,left,pet kitty,dots,right,pet dog,stripes,pet cat,Roll,OD,red,right,grandma roll,yellow,left,baby roll,yellow,baby roll,Read ,OD,black,left,boy read,white,right,girl read,white,girl read,Pointed at the orange in the book. Had to repeat what the muppets said. Started to get a little bored towards the end.,You think this one? Alright!,,,,,,,,1,
Jenny,Within-4trials,ParentSecretControl,ODSD,4,269,F,subject_drop_050215_03.mpg,1302,3,6,ODSD,Eat,OD,dots,right,monkey eat,stripes,left,duck eat,dots,monkey eat,Pet,OD,stripes,left,boy pet,dots,right,girl pet,dots,girl pet,Roll,SD,red,right,roll tire,yellow,left,roll ball,yellow ,roll ball,Read,SD,black ,left,read book,white,right,read newspaper,black,read book,Pointed at the book on first and second stories. Had to ask her to point at one of the muppets. Read the stories out loud.,You think that one? Ok.,,,,,,,,1,
Jenny,Within-4trials,ParentSecretControl,SDOD,2,270,F,subject_drop_050215_04.mpg,1624,4,5,SDOD,Eat,SD,dots,right,eat orange,stripes,left,eat banana,dots,eat orange,Pet,SD,stripes,left,pet kitty,dots,right,girl pet,stripes,pet kitty,Roll,OD,red,right,grandma roll,yellow,left,baby roll,yellow,baby roll,Read,OD,black,left,boy read,white,right,girl read,white,girl read,"On second story, said 'pet kitty' but pointed at the 'pet dog' (dots) muppet. When I told her what the muppets said again, she chose 'pet kitty' (stripes).",That one? Ok.,,,,,,,,1,
Jenny,Within-4trials,ParentSecretControl,ODSD,4,271,F,subject_drop_050215_05.mpg,1989,5,5,ODSD,Eat,OD,dots,right,monkey eat,stripes,left,duck eat,dots,monkey eat,Pet,OD,stripes,left,boy pet,dots,right,girl pet,dots,girl pet,Roll,SD,red,right,roll tire,yellow,left,roll ball,yellow,roll ball,Read,SD,black,left,read book,white,right,read newspaper,black,read book,Read the stories out loud. Seemed to understand the task well.,That one? Ok.,,,,,,,,1,
Jenny,Within-4trials,ParentSecretControl,SDOD,1,272,F,subject_drop_050215_06.mpg,1614,4,5,SDOD,Eat,SD,dots,right,eat orange,stripes,left,eat banana,stripes,eat banana,Pet,SD,stripes,left,pet kitty,dots,right,pet dog,stripes,pet kitty,Roll,OD,red,right,grandma roll,yellow,left,baby roll,yellow,baby roll,Read,OD,black,left,boy read,white,right,girl read,white,boy read,Very quiet. Had to repeat the first story. Made small points.,That one? Ok.,,,,,,,,1,
Jenny,Within-4trials,ParentSecretControl,ODSD,,273,M,subject_drop_050215_07.mpg,1293,3,6,ODSD,Eat,OD,dots,right,monkey eat,stripes,left,duck eat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Had his friend Henry sit in the room with him. They did the experiment together - didn't want to separate. Only got through the first story. ,,,,,,,,,0,KID INTERFERENCE
Jenny,Within-4trials,ParentSecretControl,ODSD,3,274,M,subject_drop_050215_08.mpg,1670,4,6,ODSD,Eat,OD,dots,right,monkey eat,stripes,left,duck eat,stripes,duck eat,Pet,OD,stripes,left,boy pet,dots,right,girl pet,stripes,boy pet,Roll,SD,red,right,roll tire,yellow,left,roll ball,yellow ,roll ball,Read,SD,black,left,read book,white,right,read newspaper,black ,read book,Said 'boy pet' instead of pointing to a muppet. Did that for the next two stories. Got all OD stories wrong and SD stories correct.,That one? Ok.,,,,,,,,1,
Taylor,Within-4trials,ParentSecretControl,SDOD,,275,F,subject_drop_050315_01.MPG,1576,4,3,SDOD,Eat,SD,dots,right,eat orange,stripes,left,eat banana,,,pet,SD,stripes,left,pet kitty,dots,right,pet dog,,,Roll,OD,red,right,grandma roll,yellow,left,,,baby roll,Read,OD,Black,left,boy read,white,right,girl read,,,Did not choose on any trial,,,,,,,,,0,FUSSOUT
Melanie,Within-4trials,ParentSecretControl2,SDOD,2,281,M,subject_drop_060915_01.mpg,1186,3,2,SDOD,Eat,SD,Stripes,right,eat orange,dots,left,eat banana,stripes,eat orange,pet,SD,stripes,left,pet cat,dots,right,pet dog,dots,pet dog,roll,OD,black,right,grandma roll,white,left,baby roll,black,grandma roll,read,OD,red,left,boy read,yellow,right,girl read,yellow,girl read,"Points can't be seen in videos but Melissa moves cups closer to him and then taps on the cup he picks. His points were clear to me, the experimenter so I point to the cup he chooses if it's clear to me. Still, you can only see one of his points and cups had to be moved closer to him so he could pick. ",Ok. Awesome!,,,,,,,,1,
Melanie,Within-4trials,ParentSecretControl2,ODSD,2,282,F,subject_drop_060915_02.mpg,1132,3,1,ODSD,Eat,OD,Stripes,right,monkey eat,dots,left,duck eat,N/A,N/A,pet,OD,stripes,left,boy pet,dots,right,girl pet,dots,girl pet,roll,SD,white,right,roll tire,black,left,roll ball,white,roll tire,read,SD,red,right,read book,yellow,left,read newspaper,red,read book,She doesn't answer the first question. Twice helps show the puppet to my left what's under the flap by picking up the cup. When I ask her a second time to choose I point to both cups but pointed to the cup to my right first. She thinks for a bit and picks that cup. ,"That's ok, we can try another story. In second question I said That one? Ok. Great!",,,,,,,,0,ExpError
Melanie,Within-4trials,ParentSecretControl2,SDOD,2,283,F,subject_drop_060915_03.mpg,1188,3,3,SDOD,Eat,SD,stripes,right,eat orange,dots,left,eat banana,stripes,eat banana,pet,SD,stripes,left,pet cat,dots,right,pet dog,dots,pet dog,roll,OD,white,right,grandma roll,black,left,baby roll,black,baby roll,read,OD,yellow,left,boy read,red,right,girl read,red,girl read,On the last question the brother that was also in the room said which puppet he thought was right first and then quickly she disagreed and said she thought the other one was right and gave a clear point.  ,That one? Ok!,,,,,,,,1,
Melanie,Within-4trials,ParentSecretControl2,ODSD,0,284,F,subejct_drop_060915_04.mpg,1425,3,10,ODSD,Eat,OD,stripes,right,monkey eat,dots,left,duck eat,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,She was shy and never answered. The family spoke another language besides english and her brother kept taking my muppets. They left in the middle of the study. ,"That's ok, we can try another story",,,,,,,,0,FUSSOUT
Melanie,Within-4trials,ParentSecretControl2,SDOD,2,285,F,subject_drop_061315_01.mpg,1272,3,5,SDOD,Eat,SD,stripes,right,eat orange,dots,left,eat banana,dots,eat banana,pet,SD,white,left,pet cat,black,right,pet dog,black,pet dog,roll,OD,stripes,right,grandma roll,dots,left,baby roll,dots,baby roll,read,OD,red,left,boy read,yellow,right,girl read,yellow,girl read,Great session. At one point she picked both puppets because she said they were both correct. I asked her if she had to pick just one to be correct which one would it be and she clearly picked one. Her choice is very clear in the video. ,"Ok, cool!",,,,,,,,1,
Melanie,Within-4trials,ParentSecretControl2,ODSD,0,286,M,subject_drop_061315_02.mpg,1025,2,9,ODSD,Eat,OD,dots,right,monkey eat,stripes,left,duck eat,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"The kid was playing with a ball, did not respond to any questions and I ended the study early. ",,,,,,,,,0,WRONG AGE
Melanie,Within-4trials,ParentSecretControl2,ODSD,2,287,M,subject-drop_061315_03.mpg,879,2,5,ODSD,Eat,OD,dots,right,monkey eat,stripes,left,duck eat,stripes,duck eat,pet ,OD,dots,left,boy pet,stripes,right,girl pet ,dots,boy pet,roll,SD,black,right,roll tire,white,left,roll ball,white,roll ball,read,SD,red,left,read book,yellow,right,read newspaper,red,read book,He was a great subject and very attentive. He did have 2 dinosaur toys on that he placed on the table but but he didn't seem at all distracted by them. He picked the puppet to the left every time. ,That one? Ok!,,,,,,,,0,WRONG AGE
Melanie,Within-4trials,ParentSecretControl2,SDOD,2,288,M,subject_drop_061315_04.mpg,1403,3,10,SDOD,Eat,SD,dots,right,eat orange,stripes,left,eat banana,stripes,eat banana,pet,SD,white,left,pet cat,black,right,pet dog,white,pet cat,roll,OD,stripes,right,grandma roll,dots,left,baby roll,dots,baby roll,read,OD,yellow,left,boy read,red,right,girl read,yellow,boy read,He was great. Always picked the muppet to my left. ,That one? Ok!,,,,,,,,1,
Melanie,Within-4trials,ParentSecretControl2,ODSD,4,289,F,subject_drop_061915_01.mpg,1820,4,11,ODSD,Eat,OD,stripes,right,monkey eat,dots,left,duck eat,stripes,monkey eat,pet,OD,stripes,left,boy pet,dots,right,girl pet,dots,girl pet,roll,SD,red,right,roll tire,yellow,left,roll ball,yellow,roll ball,read,SD,black,left,read book,white,right,read newspaper,black,read book,"Great session. Took a minute or two to begin the study because mom was getting her brother settled in. In addition, the video slate number is different from the correct subject number. ",That one? Ok!,,,,,,,,1,
Melanie,Within-4trials,ParentSecretControl2,SDOD,4,290,F,subject_drop_061915_02.mpg,1529,4,2,SDOD,Eat ,SD,stripes,right,eat orange,dots,left,eat banana,stripes,eat orange,pet ,SD,black,left,pet cat,white,right,pet dog,white,pet dog,roll,OD,stripes,right,grandma roll,dots,left,baby roll,dots,baby roll,read,OD,yellow,left,boy read,red,right,girl read,yellow,boy read,Great session. The video slate number is different from the correct subject number. ,That one? Ok!,,,,,,,,1,
Melanie,Within-4trials,ParentSecretControl2,ODSD,3,291,M,subject_drop_061915_03.mpg,1326,3,7,ODSD,Eat,OD,dots,right,monkey eat,stripes,left,duck eat,dots,monkey eat,pet,OD,white,left,boy pet,black,right,girl pet,black,girl pet,roll,SD,stripes,left,roll tire,dots,right,roll ball,dots,roll ball,read,SD,yellow,right,read book,red,left,read newspaper,red,read newspaper,"Great session. In the second and third trial both left puppets talked first, I forgot to switch. In addition, the video slate number is different from the correct subject number. ",That one? Can you touch the muppet? Ok!,,,,,,,,1,
Melanie,Within-4trials,ParentSecretControl2,SDOD,4,292,M,subject_drop_062315_01.mpg,1112,3,0,SDOD,Eat,SD,dots,right,eat orange,stripes,left,eat banana,dots,eat orange,pet,SD,white,left,pet cat,black,right,pet dog,black,pet dog,roll,OD,yellow,right,grandma roll,red,left,baby roll,red,baby roll,read,OD,dots,left,boy read,stripes,right,girl read,dots,boy read,Great session. Sometimes pointed to his mom when asked to answer but after being asked again he would choose a muppet. ,Ok!,,,,,,,,1,
Melanie,Within-4trials,ParentSecretControl2,ODSD,3,293,F,subject_drop_062315_02.mpg,1351,3,8,ODSD,Eat,OD,dots,right,monkey eat,stripes,left,duck eat,dots,monkey eat,pet,OD,white,left,boy pet,black,right,girl pet,black,girl pet,roll,SD,yellow,right,roll tire,red,left,roll ball,red,roll ball,read,SD,dots,left,read book,stripes,right,read newspaper,stripes,read newspaper,Great session.,That one? Ok!,,,,,,,,1,
Melanie,Within-4trials,ParentSecretControl2,SDOD,2,294,M,subject_drop_062315_03.mpg,1361,3,8,SDOD,Eat ,SD,stripes,right,eat orange,dots,left,eat banana,dots,eat banana,pet,SD,white,left,pet cat,black,right,pet dog,white,pet cat,roll,OD,red,right,grandma roll,yellow,left,baby roll,yellow,baby roll,read,OD,stripes,left,boy read,dots,right,girl read,stripes,boy read,"There was a bit of distraction because there were a few people in the room. I had to re-position my binder and one muppet in the first trial was a bit closer to him. He always chose the muppet to my left. In addition, the first video slate seen in the video is not the correct subject. A few seconds into the video a second video slate appears with the correct subject's name. ",That one? Ok!,,,,,,,,1,
Melanie,Within-4trials,ParentSecretControl2,ODSD,3,295,F,subject_drop_062315_04.mpg,1663,4,6,ODSD,Eat,OD,stripes,right,monkey eat,dots,left,duck eat,dots,duck eat,pet,OD,white,left,boy pet,black,right,girl pet,black,girl pet,roll,SD,dots,right,roll tire,stripes,left,roll ball,stripes,roll ball,read,SD,yellow,left,read book,red,right,read newspaper,yellow,read book,Great session. In one trial she said she picked a muppet as the correct answer because it had stripes. ,That one? Ok!,,,,,,,,1,
Melanie,Within-4trials,ParentSecretControl2,SDOD,1,296,F,subject_drop_062715_01.mpg,1208,3,3,SDOD,Eat ,SD,dots,right,eat orange,stripes,left,eat banana,stripes,eat banana,pet,SD,white,left,pet cat,black,right,pet dog,white,pet cat,roll,OD,dots,right,grandma roll,stripes,left,baby roll,dots,grandma roll,read,OD,yellow,left,boy read,red,right,girl read,yellow,boy read,"Good session. I once said ""there's  a cat"" when in fact there was a girl, i quickly correctef myself. In 1 trial she wanted to flip through the book so she might have been a bit distracted when she answered in that trial.  Wasn't able to make her come around and look at the flap because she prefered my original seat so we switched seats. ",That one? Ok!,,,,,,,,1,
Melanie,Within-4trials,ParentSecretControl2,ODSD,3,297,M,subject_drop-062715_02.mpg,1711,4,8,ODSD,Eat,OD,dots,right,monkey eat,stripes,left,duck eat,dots,monkey eat,pet,OD,stripes,left,boy pet,dots,right,girl pet,dots,girl pet,roll,SD,white,right,roll tire,black,left,roll ball,white,roll tire,read,SD,yellow,left,read book,red,right,read newspaper,yellow,read book,In the log in notebook I wrote SDOD but the correct condition is ODSD. Forgot to make him come around and look at the flap. ,That one? Ok!,,,,,,,,0,ExpError
Melanie,Within-4trials,ParentSecretControl2,SDOD,3,298,F,subject_drop_063015_01.mpg,1331,3,7,SDOD,Eat,SD,dots,right,eat orange,stripes,left,eat banana,dots,eat orange,pet,SD,black,left,pet dog,white,right,pet cat,black,pet dog,roll,OD,yellow,right,grandma roll,red,left,baby roll,yellow,grandma roll,read,OD,stripes,left,boy read,dots,right,girl read,stripes,boy read,Great Session. During one of the sessions her baby brother cried but it didn't distract the session. ,That one? Ok!,,,,,,,,1,
Melanie,Within-4trials,ParentSecretControl2,SDOD,4,299,M,subject_drop_063015_02.mpg,1786,4,10,SDOD,Eat,SD,stripes,right,eat orange,dots,left,eat banana,stripes,eat orange,pet,SD,black,left,pet cat,white,right,pet dog,white,pet dog,roll,OD,red ,right,grandma roll,yellow,left,baby roll,yellow,baby roll,read,OD,stripes,left,boy read,dots,right,girl read,stripes,boy read,"Great session. At one point the child picks both muppets and mom prompts him to pick just one.  In addition, the video slate says ODSD but the correct condition is SDOD. ",That one? Ok!,,,,,,,,1,
Melanie,Within-4trials,ParentSecretControl2,ODSD,4,300,F,subject_drop_070715_01.mpg,1177,3,2,ODSD,Eat,OD,dots,right,monkey eat,stripes,left,duck eat,dots,monkey eat,pet,OD,white,left,boy pet,black,right,girl pet,black,girl pet,roll ,SD,stripes,right,roll tire,dots,left,roll ball,dots,roll ball,read,SD,red,left,read book,yellow,right,read newspaper,red,read book,Great Session.,That one? Ok!,,,,,,,,1,
Melanie,Within-4trials,ParentSecretControl2,SDOD,4,301,F,subject_drop_070715_02.mpg,1798,4,11,SDOD,Eat,SD,dots,right,eat orange,stripes,left,eat banana,dots,eat orange,pet,SD,white,left,pet cat ,black,right,pet dog,black,pet dog,roll,OD,yellow,right,grandma roll,red,left,baby roll,red,baby roll,read,OD,dots,left,boy read,stripes,right,girl read,dots,boy read,Great Session.,That one? Ok!,,,,,,,,1,
Melanie,Within-4trials,ParentSecretControl2,ODSD,2,302,M,subject_drop_070715_03.mpg,1762,4,9,ODSD,Eat,OD,dots,right,monkey eat,stripes,left,duck eat,dots,monkey eat,pet,OD,white,left,boy pet,black,right,girl pet,white,boy pet,roll,SD,stripes,right,roll tire,dots,left,roll ball,stripes,roll tire,read,SD,yellow,right,read book,red,left,read newspaper,red,read newspaper,"Good session. He picked both puppets as the correct answer in a trial but then picked one. In addition, between two trials I forgot to alternate which muppet spoke first. ",,,,,,,,,1,
Melanie,Within-4trials,ParentSecretControl2,SDOD,2,303,M,subject_drop-070715_04.mpg,1158,3,2,SDOD,Eat,SD,dots,right,eat orange,stripes,left,eat banana,stripes,eat banana,pet,SD,white,left,pet dog,black,right,pet cat,black,pet cat,roll,OD,stripes,right,grandma roll,dots,left,baby roll,dots,baby roll,read,OD,red,left,boy read,yellow,right,girl read,red,boy read,Had a hard time getting the participant to choose a muppet.,That one? Ok!,,,,,,,,1,
Melanie,Within-4trials,ParentSecretControl2,ODSD,1,304,M,subject_drop_070715_05.mpg,1158,3,2,ODSD,Eat,OD,stripes,right,monkey eat,dots,left,duck eat,N/A,N/A,pet,OD,black,left,boy pet,white,right,girl pet,black,boy pet,roll,SD,yellow,right,roll tire,red,left,roll ball,red,roll ball,read,SD,stripes,left,boy read,dots,right,read newspaper,dots,read newspaper,"Had a hard time getting the participant to choose a muppet. In most trial he picked both and then picked just one. He did not pick any on the first trial. In addition,  in the last trial I said ""boy read"" and quickly corrected myself and said ""read book"". ","It's ok, you don't have to choose. We can go to our second story!",,,,,,,,1,
Melanie,Within-4trials,ParentSecretControl2,SDOD,3,305,M,subject_drop_071115_01.mpg,1114,3,0,SDOD,Eat,SD,dots,right,eat orange,stripes,left,eat banana,stripes,eat banana,pet,SD,white,left,pet cat ,black,right,pet dog,black,pet dog,roll,OD,yellow,right,grandma roll,red,left,baby roll,red,baby roll,read,OD,dots,left,boy read,stripes,right,girl read,dots,boy read,"Good session. The grownup prompted him to answer and politely asked if I could use the word ""correct"" instead of ""right"" since it's the one her child knows. ",That one? Ok!,,,,,,,,1,
Melanie,Within-4trials,ParentSecretControl2,ODSD,4,306,F,subject_drop_071115_02.mpg,1780,4,10,ODSD,Eat,OD,dots,right,monkey eat,stripes,left,duck eat,dots,monkey eat,pet,OD,black,left,boy pet,white,right,girl pet,white,girl pet,roll,SD,red,right,roll tire,yellow,left,roll ball,yellow,roll ball,read,SD,stripes,left,read book,dots,right,read newspaper,stripes,read book,Great session. ,That one? Ok!,,,,,,,,1,
Melanie,Within-4trials,ParentSecretControl2,SDOD,3,307,M,subject_drop_071115_03.mpg,1620,4,5,SDOD,Eat,SD,dots,right,eat orange,stripes,left,eat banana,dots,eat orange,pet ,SD,yellow,left,pet cat ,red,right,pet dog,red,pet dog,roll,OD,black,right,grandma roll,white,left,baby roll,black,grandma roll,read,OD,stripes,left,boy read,stripes,right,girl read,stripes,boy read,Good session. In the las trial I might have been biased and helped a bit. ,That one? Ok!,,,,,,,,1,
Melanie,Within-4trials,ParentSecretControl2,ODSD,1,308,F,subject_drop_071215_01.mpg,1044,2,10,ODSD,Eat,OD,stripes,right,monkey eat,dots,left,duck eat,stripes,monkey eat,pet,OD,black,left,boy pet,white,right,girl pet,N/A,N/A,roll,SD,dots,right,roll tire,stripes,left,roll ball,stripes,roll tire,read,SD,yellow,left,read book,red,right,read newspaper,N/A,N/A,"Participant answered only 2 trials. In addition, I repeated what the muppets said more than usual and the child was prompted to answer by their adult. ",That's Ok we can go to our second story.,,,,,,,,0,WRONG AGE
Melanie,Within-4trials,ParentSecretControl2,SDOD,3,309,F,subject_drop_071215_02.mpg,1274,3,5,SDOD,Eat,SD,dots,right,eat orange,stripes,left,eat banana,dots,eat orange,pet,SD,white,left,pet cat,black,right,pet dog,black,pet dog,roll,OD,dots,left,grandma roll,stripes,left,baby roll,stripes,baby roll,read,OD,red,right,boy read,yellow,left,girl read,yellow,girl read,Great session. I forgot to alternate which muppet speaks first between two trials. ,That one? Ok!,,,,,,,,1,
Melanie,Within-4trials,ParentSecretControl2,ODSD,0,310,M,subject_drop_071215_03.mpg,1316,3,7,ODSD,Eat,OD,dots,right,monkey eat,stripes,left,duck eat,N/A,N/A,pet ,OD,white,left,boy pet,black,right,girl pet,N/A,N/A,roll,SD,red,right,roll tire,yellow,left,roll ball,N/A,N/A,read,OD,dots,left,read book,stripes,right,read newspaper,N/A,N/A,Participant listened but didn't reply.,"It's ok, we can go to our second story!",,,,,,,,1,
Melanie,Within-4trials,ParentSecretControl2,SDOD,4,311,M,subject_drop_071415_01.mpg,1651,4,6,SDOD,Eat,SD,stripes,right,eat orange,dots,left,eat banana,stripes,eat orange,pet,SD,black,left,pet cat,white,right,pet dog,white,pet dog,roll,OD,stripes,right,grandma roll,dots,left,baby roll,dots,baby roll,read,OD,red,left,boy read,yellow,right,girl read,red,boy read,Great session. ,That one? Ok!,,,,,,,,1,
Melanie,Within-4trials,ParentSecretControl2,ODSD,0,312,F,subject_drop_071415_02.mpg,1175,3,2,ODSD,Eat,OD,dots,right,monkey eat,stripes,left,duck eat,N/A,N/A,pet,OD,black,left,boy pet,white,right,girl pet,N/A,N/A,roll,SD,red,right,roll tire,yellow,left,roll ball,N/A,N/A,read,SD,stripes,left,read book,dots,right,read newspaper,N/A,N/A,Participant listened but didn't reply.,"That's ok, we get t go to our second story.",,,,,,,,1,
Melanie,Within-4trials,ParentSecretControl2,SDOD,1,313,F,subject_drop_071415_03.mpg,1368,3,8,SDOD,Eat,SD,dots,right,eat orange,stripes,left,eat banana,dots,eat orange,pet,SD,white,left,pet cat,black,right,pet dog,white,pet cat,roll,OD,stripes,right,grandma roll,dots,left,baby roll,stripes,grandma roll,read,OD,red,left,boy read,yellow,right,girl read,yellow,girl read,Great session.,That one? Ok!,,,,,,,,1,
Melanie,Within-4trials,ParentSecretControl2,ODSD,3,314,M,subject_drop_071415_04.mpg,1483,4,0,ODSD,Eat,OD,dots,right,monkey eat,stripes,left,duck eat,dots,monkey eat,pet,OD,black,left,boy pet,white,right,girl pet,white,girl pet,roll,SD,dots,right,roll tire,stripes,left,roll ball,dots,roll tire,read,SD,red,left,read book,yellow,right,read newspaper,red,read book,Great session.,That one? Ok!,,,,,,,,1,
Melanie,Within-4trials,ParentSecretControl2,SDOD,4,315,M,subject_drop_071415_05.mpg,1661,4,6,SDOD,Eat,SD,stripes,right,eat orange,dots,left,eat banana,stripes,eat orange,pet,SD,white,left,pet cat,black,right,pet dog,black,pet dog,roll,OD,stripes,right,grandma roll,dots,left,baby roll,dots,baby roll,read,OD,yellow,left,boy read,red,right,girl read,yellow,boy read,Great session.,That one? Ok!,,,,,,,,1,
Melanie,Within-4trials,ParentSecretControl2,ODSD,2,316,M,subject_drop_072115_01.mpg,1387,3,9,ODSD,Eat,OD,dots,right,monkey eat,stripes,left,duck eat,dots,monkey eat,pet,SD,white,left,boy pet,black,right,girl pet,black,girl pet,roll,OD,red ,right,roll tire,yellow,left,roll ball,red,roll tire,read,OD,stripes,left,read book,dots,right,read newspaper,dots,read newspaper,Great session.,Ok!,,,,,,,,1,
Melanie,Within-4trials,ParentSecretControl2,SDOD,0,317,M,subject_drop_072415_01.mpg,962,2,7,SDOD,Eat,SD,stripes,right,eat orange,dots,left,eat banana,N/A,N/A,pet,SD,stripes,left,pet cat,dots,right,pet dog,N/A,N/A,roll,OD,yellow,left,grandma roll,red,right,baby roll,N/A,N/A,read,OD,white,left,boy read,black,right,girl read,N/A,N/A,Participant never replied but was very attentive.,That's Ok.,,,,,,,,0,WRONG AGE
